PARTICIPANT_ID	TEST_SECTION_ID	PRESS_TIME	RELEASE_TIME	LETTER
2	5	1642370268.9834862	1642370269.0716214	space
2	5	1642370269.015695	1642370269.103442	i
2	5	1642370269.126821	1642370269.2714536	s
2	5	1642370269.295527	1642370269.3752744	space
2	5	1642370269.4873302	1642370269.5995529	y
2	5	1642370269.5513651	1642370269.687119	o
2	5	1642370269.6155329	1642370269.6948688	u
2	5	1642370269.6715486	1642370269.8152192	r
2	5	1642370269.7673204	1642370269.8631644	space
2	5	1642370269.8473454	1642370269.9913292	p
2	5	1642370269.8945286	1642370270.0073335	u
2	5	1642370269.9840653	1642370270.1191618	r
PARTICIPANT_ID	TEST_SECTION_ID	PRESS_TIME	RELEASE_TIME	LETTER
2	6	1642370270.1672323	1642370270.2716854	o
2	6	1642370270.2232091	1642370270.375542	s
2	6	1642370270.2956047	1642370270.4233382	e
2	6	1642370270.4874368	1642370270.7269516	shift
2	6	1642370270.5593371	1642370270.6315374	?
2	6	1642370271.3198402	1642370271.4074132	space
2	6	1642370271.4307606	1642370271.5432467	w
2	6	1642370271.4954984	1642370271.6074853	h
2	6	1642370271.5911748	1642370271.6794038	y
2	6	1642370271.6717696	1642370271.7437196	space
2	6	1642370271.7672157	1642370271.9031742	a
2	6	1642370271.8315775	1642370271.9111657	m
2	6	1642370271.9196358	1642370272.0078573	space
2	6	1642370271.9838097	1642370272.0796518	i
2	6	1642370272.0955055	1642370272.1750948	space
2	6	1642370272.1830847	1642370272.271214	u
2	6	1642370272.2633781	1642370272.3995867	s
2	6	1642370272.3433459	1642370272.4711506	i
2	6	1642370272.3836098	1642370272.503402	n
2	6	1642370272.4795852	1642370272.567624	g
2	6	1642370272.5514944	1642370272.631279	space
2	6	1642370272.6555977	1642370272.7749777	t
2	6	1642370272.7036405	1642370272.8235984	h
2	6	1642370272.7596622	1642370272.8630974	i
2	6	1642370272.8070524	1642370272.9511683	s
2	6	1642370272.8957822	1642370272.999124	space
2	6	1642370273.039207	1642370273.167868	t
2	6	1642370273.1035976	1642370273.1999652	o
2	6	1642370273.2317295	1642370273.3356178	space
2	6	1642370273.4154751	1642370273.60008	w
2	6	1642370273.4953904	1642370273.6156445	r
2	6	1642370273.582949	1642370273.6876016	i
2	6	1642370273.679956	1642370273.8471856	t
2	6	1642370273.75911	1642370273.919249	e
2	6	1642370273.8477983	1642370273.9670737	space
2	6	1642370273.8631022	1642370274.007599	o
2	6	1642370273.9273274	1642370274.031434	u
2	6	1642370274.2316754	1642370274.3432007	t
2	6	1642370274.5590086	1642370274.6478498	space
2	6	1642370274.6957004	1642370274.7832308	m
2	6	1642370274.7918522	1642370274.9196749	y
2	6	1642370274.9036727	1642370274.9992738	space
2	6	1642370275.0716798	1642370275.159	i
2	6	1642370275.2320282	1642370275.2870862	n
2	6	1642370275.3516524	1642370275.4315002	n
2	6	1642370275.4158015	1642370275.5757787	e
2	6	1642370275.4716384	1642370275.5995846	r
2	6	1642370275.5596802	1642370275.6636834	m
2	6	1642370275.6157541	1642370275.7118268	o
2	6	1642370275.6874638	1642370275.847349	s
2	6	1642370275.7515721	1642370275.8796039	t
2	6	1642370275.8553839	1642370275.927151	space
2	6	1642370275.9917364	1642370276.0717142	t
2	6	1642370276.1759684	1642370276.271771	h
2	6	1642370276.2155824	1642370276.3355815	o
2	6	1642370276.2637036	1642370276.3680801	u
2	6	1642370276.3597305	1642370276.4396975	g
2	6	1642370276.4238694	1642370276.5199134	h
2	6	1642370276.5355492	1642370276.6796644	t
2	6	1642370276.6078768	1642370276.7515254	s
2	6	1642370276.8233988	1642370277.0075572	shift
2	6	1642370276.871536	1642370276.9435663	?
2	6	1642370277.2797592	1642370277.3838549	space
2	6	1642370278.0158007	1642370278.1268759	v
2	6	1642370278.1355913	1642370278.3274481	e
2	6	1642370278.2073581	1642370278.3597043	r
2	6	1642370278.2958999	1642370278.3676276	y
2	6	1642370278.3994238	1642370278.4638379	space
2	6	1642370278.4397447	1642370278.5437856	o
